# <K/N> <U/N> <E/N> <U/N>
-5.148380e-01 -7.236235e+00 -7.751073e+00 -7.236235e+00
-5.123170e-01 -7.235057e+00 -7.747374e+00 -7.235057e+00
-5.057054e-01 -7.232625e+00 -7.738330e+00 -7.232625e+00
-5.137526e-01 -7.232462e+00 -7.746215e+00 -7.232462e+00
-5.070512e-01 -7.246090e+00 -7.753142e+00 -7.246090e+00
-5.124639e-01 -7.250431e+00 -7.762895e+00 -7.250431e+00
-5.121724e-01 -7.255131e+00 -7.767304e+00 -7.255131e+00
-5.004964e-01 -7.258192e+00 -7.758689e+00 -7.258192e+00
-4.822153e-01 -7.265176e+00 -7.747392e+00 -7.265176e+00
-4.596904e-01 -7.285160e+00 -7.744851e+00 -7.285160e+00
-4.922151e-01 -7.245071e+00 -7.737286e+00 -7.245071e+00
-5.033595e-01 -7.238301e+00 -7.741661e+00 -7.238301e+00
-5.028842e-01 -7.240003e+00 -7.742887e+00 -7.240003e+00
-4.899733e-01 -7.254605e+00 -7.744578e+00 -7.254605e+00
-4.689845e-01 -7.274483e+00 -7.743467e+00 -7.274483e+00
-4.690134e-01 -7.266176e+00 -7.735189e+00 -7.266176e+00
-4.796222e-01 -7.266161e+00 -7.745783e+00 -7.266161e+00
-4.865224e-01 -7.261073e+00 -7.747595e+00 -7.261073e+00
-5.049703e-01 -7.246094e+00 -7.751065e+00 -7.246094e+00
-5.160448e-01 -7.236139e+00 -7.752184e+00 -7.236139e+00
-5.089535e-01 -7.236672e+00 -7.745626e+00 -7.236672e+00
-4.982284e-01 -7.255438e+00 -7.753667e+00 -7.255438e+00
-5.127355e-01 -7.234475e+00 -7.747211e+00 -7.234475e+00
-5.097113e-01 -7.236437e+00 -7.746148e+00 -7.236437e+00
-4.912912e-01 -7.247085e+00 -7.738376e+00 -7.247085e+00
-5.124030e-01 -7.235078e+00 -7.747481e+00 -7.235078e+00
-5.051689e-01 -7.244334e+00 -7.749502e+00 -7.244334e+00
-5.094695e-01 -7.240167e+00 -7.749636e+00 -7.240167e+00
-5.316263e-01 -7.217941e+00 -7.749568e+00 -7.217941e+00
-5.103391e-01 -7.231510e+00 -7.741849e+00 -7.231510e+00
-5.031344e-01 -7.254605e+00 -7.757739e+00 -7.254605e+00
-4.995592e-01 -7.248329e+00 -7.747889e+00 -7.248329e+00
-4.839120e-01 -7.255555e+00 -7.739467e+00 -7.255555e+00
-4.915383e-01 -7.261104e+00 -7.752642e+00 -7.261104e+00
-4.852068e-01 -7.261515e+00 -7.746722e+00 -7.261515e+00
-4.904296e-01 -7.251057e+00 -7.741487e+00 -7.251057e+00
-5.041924e-01 -7.248123e+00 -7.752315e+00 -7.248123e+00
-4.951001e-01 -7.258105e+00 -7.753205e+00 -7.258105e+00
-4.816458e-01 -7.261960e+00 -7.743606e+00 -7.261960e+00
-4.739414e-01 -7.263465e+00 -7.737407e+00 -7.263465e+00
-4.549404e-01 -7.288101e+00 -7.743041e+00 -7.288101e+00
-4.750067e-01 -7.268936e+00 -7.743943e+00 -7.268936e+00
-4.870647e-01 -7.257430e+00 -7.744495e+00 -7.257430e+00
-4.887953e-01 -7.257109e+00 -7.745904e+00 -7.257109e+00
-4.890800e-01 -7.260546e+00 -7.749626e+00 -7.260546e+00
-4.962486e-01 -7.260555e+00 -7.756803e+00 -7.260555e+00
-4.851472e-01 -7.263235e+00 -7.748383e+00 -7.263235e+00
-5.114321e-01 -7.242644e+00 -7.754076e+00 -7.242644e+00
-4.987427e-01 -7.256489e+00 -7.755232e+00 -7.256489e+00
-4.895116e-01 -7.260977e+00 -7.750488e+00 -7.260977e+00
-4.938993e-01 -7.251826e+00 -7.745725e+00 -7.251826e+00
-5.047503e-01 -7.241232e+00 -7.745983e+00 -7.241232e+00
-5.095457e-01 -7.228645e+00 -7.738191e+00 -7.228645e+00
-5.021063e-01 -7.253015e+00 -7.755121e+00 -7.253015e+00
-4.974971e-01 -7.253148e+00 -7.750645e+00 -7.253148e+00
-4.829947e-01 -7.266479e+00 -7.749474e+00 -7.266479e+00
-4.850258e-01 -7.264575e+00 -7.749600e+00 -7.264575e+00
-4.842660e-01 -7.247374e+00 -7.731640e+00 -7.247374e+00
-5.062385e-01 -7.239708e+00 -7.745946e+00 -7.239708e+00
-5.205363e-01 -7.220875e+00 -7.741411e+00 -7.220875e+00
-5.173653e-01 -7.218954e+00 -7.736320e+00 -7.218954e+00
-5.262288e-01 -7.218470e+00 -7.744699e+00 -7.218470e+00
-5.232752e-01 -7.222031e+00 -7.745306e+00 -7.222031e+00
-5.043319e-01 -7.251980e+00 -7.756312e+00 -7.251980e+00
-5.053630e-01 -7.251805e+00 -7.757168e+00 -7.251805e+00
-4.941429e-01 -7.254254e+00 -7.748397e+00 -7.254254e+00
-4.812263e-01 -7.263974e+00 -7.745200e+00 -7.263974e+00
-4.922446e-01 -7.254385e+00 -7.746630e+00 -7.254385e+00
-4.958017e-01 -7.246934e+00 -7.742736e+00 -7.246934e+00
-5.226471e-01 -7.231890e+00 -7.754537e+00 -7.231890e+00
-5.176262e-01 -7.236879e+00 -7.754505e+00 -7.236879e+00
-5.039833e-01 -7.241232e+00 -7.745216e+00 -7.241232e+00
-5.058849e-01 -7.240129e+00 -7.746014e+00 -7.240129e+00
-5.035046e-01 -7.239389e+00 -7.742893e+00 -7.239389e+00
-5.179755e-01 -7.234855e+00 -7.752831e+00 -7.234855e+00
-5.214125e-01 -7.222558e+00 -7.743971e+00 -7.222558e+00
-5.053121e-01 -7.241658e+00 -7.746970e+00 -7.241658e+00
-4.982921e-01 -7.251310e+00 -7.749602e+00 -7.251310e+00
-4.889775e-01 -7.254701e+00 -7.743679e+00 -7.254701e+00
-4.945842e-01 -7.254695e+00 -7.749280e+00 -7.254695e+00
-4.719995e-01 -7.270738e+00 -7.742738e+00 -7.270738e+00
-4.979489e-01 -7.242850e+00 -7.740799e+00 -7.242850e+00
-5.106694e-01 -7.253190e+00 -7.763860e+00 -7.253190e+00
-5.223918e-01 -7.241123e+00 -7.763515e+00 -7.241123e+00
-5.018235e-01 -7.247408e+00 -7.749231e+00 -7.247408e+00
-5.187125e-01 -7.227515e+00 -7.746227e+00 -7.227515e+00
-4.978650e-01 -7.246482e+00 -7.744347e+00 -7.246482e+00
-4.908334e-01 -7.256807e+00 -7.747640e+00 -7.256807e+00
-4.929796e-01 -7.255698e+00 -7.748677e+00 -7.255698e+00
-5.157601e-01 -7.245500e+00 -7.761260e+00 -7.245500e+00
-5.137752e-01 -7.247037e+00 -7.760812e+00 -7.247037e+00
-5.055763e-01 -7.253545e+00 -7.759121e+00 -7.253545e+00
-4.957203e-01 -7.251362e+00 -7.747082e+00 -7.251362e+00
-5.114411e-01 -7.236248e+00 -7.747689e+00 -7.236248e+00
-5.187561e-01 -7.239338e+00 -7.758094e+00 -7.239338e+00
-5.246828e-01 -7.228653e+00 -7.753336e+00 -7.228653e+00
-5.337280e-01 -7.224807e+00 -7.758535e+00 -7.224807e+00
-5.050244e-01 -7.242297e+00 -7.747322e+00 -7.242297e+00
-4.820566e-01 -7.263496e+00 -7.745552e+00 -7.263496e+00
-4.780187e-01 -7.271756e+00 -7.749774e+00 -7.271756e+00
-5.060460e-01 -7.245450e+00 -7.751496e+00 -7.245450e+00
-5.119200e-01 -7.246277e+00 -7.758197e+00 -7.246277e+00
-5.077951e-01 -7.236960e+00 -7.744755e+00 -7.236960e+00
-5.016282e-01 -7.240997e+00 -7.742625e+00 -7.240997e+00
-5.207838e-01 -7.231062e+00 -7.751846e+00 -7.231062e+00
-5.224173e-01 -7.223320e+00 -7.745737e+00 -7.223320e+00
-5.261883e-01 -7.229531e+00 -7.755720e+00 -7.229531e+00
-5.091870e-01 -7.246954e+00 -7.756141e+00 -7.246954e+00
-5.058823e-01 -7.255768e+00 -7.761650e+00 -7.255768e+00
-4.950824e-01 -7.258986e+00 -7.754068e+00 -7.258986e+00
-4.807401e-01 -7.253174e+00 -7.733914e+00 -7.253174e+00
-4.955744e-01 -7.249238e+00 -7.744813e+00 -7.249238e+00
-5.055021e-01 -7.244944e+00 -7.750446e+00 -7.244944e+00
-5.004796e-01 -7.246033e+00 -7.746513e+00 -7.246033e+00
-4.982226e-01 -7.250280e+00 -7.748503e+00 -7.250280e+00
-4.970248e-01 -7.250787e+00 -7.747812e+00 -7.250787e+00
-4.988077e-01 -7.242759e+00 -7.741566e+00 -7.242759e+00
-5.003585e-01 -7.244988e+00 -7.745347e+00 -7.244988e+00
-5.185720e-01 -7.231101e+00 -7.749673e+00 -7.231101e+00
-5.244916e-01 -7.228020e+00 -7.752512e+00 -7.228020e+00
-5.084739e-01 -7.241612e+00 -7.750086e+00 -7.241612e+00
-4.927301e-01 -7.250059e+00 -7.742789e+00 -7.250059e+00
-5.185177e-01 -7.232744e+00 -7.751262e+00 -7.232744e+00
-4.876651e-01 -7.253476e+00 -7.741141e+00 -7.253476e+00
-4.920791e-01 -7.259495e+00 -7.751574e+00 -7.259495e+00
-5.071461e-01 -7.245177e+00 -7.752324e+00 -7.245177e+00
-5.238177e-01 -7.233967e+00 -7.757784e+00 -7.233967e+00
-5.029702e-01 -7.231801e+00 -7.734771e+00 -7.231801e+00
-5.075655e-01 -7.240030e+00 -7.747596e+00 -7.240030e+00
-5.133366e-01 -7.246008e+00 -7.759345e+00 -7.246008e+00
-5.034594e-01 -7.239284e+00 -7.742743e+00 -7.239284e+00
-5.097316e-01 -7.236493e+00 -7.746224e+00 -7.236493e+00
-4.905946e-01 -7.262533e+00 -7.753128e+00 -7.262533e+00
-4.916784e-01 -7.251986e+00 -7.743664e+00 -7.251986e+00
-5.095192e-01 -7.227313e+00 -7.736832e+00 -7.227313e+00
-5.183583e-01 -7.238350e+00 -7.756708e+00 -7.238350e+00
-4.995816e-01 -7.247824e+00 -7.747406e+00 -7.247824e+00
-4.980992e-01 -7.254443e+00 -7.752542e+00 -7.254443e+00
-5.031732e-01 -7.259228e+00 -7.762401e+00 -7.259228e+00
-4.929775e-01 -7.257795e+00 -7.750773e+00 -7.257795e+00
-4.857450e-01 -7.257043e+00 -7.742789e+00 -7.257043e+00
-5.073167e-01 -7.241341e+00 -7.748658e+00 -7.241341e+00
-5.069018e-01 -7.247532e+00 -7.754433e+00 -7.247532e+00
-4.996389e-01 -7.250118e+00 -7.749757e+00 -7.250118e+00
-4.859228e-01 -7.259299e+00 -7.745221e+00 -7.259299e+00
-4.880153e-01 -7.258950e+00 -7.746965e+00 -7.258950e+00
-4.877672e-01 -7.266299e+00 -7.754066e+00 -7.266299e+00
-4.857945e-01 -7.255156e+00 -7.740951e+00 -7.255156e+00
-4.841826e-01 -7.256290e+00 -7.740473e+00 -7.256290e+00
-4.891966e-01 -7.258289e+00 -7.747485e+00 -7.258289e+00
-4.908550e-01 -7.258649e+00 -7.749504e+00 -7.258649e+00
-4.951249e-01 -7.257056e+00 -7.752181e+00 -7.257056e+00
-5.164777e-01 -7.237550e+00 -7.754028e+00 -7.237550e+00
-5.274721e-01 -7.231481e+00 -7.758953e+00 -7.231481e+00
-4.996230e-01 -7.253806e+00 -7.753429e+00 -7.253806e+00
-5.177273e-01 -7.246234e+00 -7.763961e+00 -7.246234e+00
-5.168029e-01 -7.248094e+00 -7.764897e+00 -7.248094e+00
-5.043917e-01 -7.251510e+00 -7.755902e+00 -7.251510e+00
-4.743288e-01 -7.267309e+00 -7.741638e+00 -7.267309e+00
-4.737647e-01 -7.271357e+00 -7.745122e+00 -7.271357e+00
-4.997493e-01 -7.255293e+00 -7.755042e+00 -7.255293e+00
-5.133645e-01 -7.243012e+00 -7.756377e+00 -7.243012e+00
-5.198054e-01 -7.226780e+00 -7.746586e+00 -7.226780e+00
-5.078643e-01 -7.236378e+00 -7.744242e+00 -7.236378e+00
-5.030003e-01 -7.237076e+00 -7.740076e+00 -7.237076e+00
-5.144786e-01 -7.245488e+00 -7.759967e+00 -7.245488e+00
-5.167436e-01 -7.236557e+00 -7.753301e+00 -7.236557e+00
-5.332444e-01 -7.215622e+00 -7.748867e+00 -7.215622e+00
-5.308719e-01 -7.213218e+00 -7.744090e+00 -7.213218e+00
-4.806656e-01 -7.257648e+00 -7.738314e+00 -7.257648e+00
-4.957081e-01 -7.253221e+00 -7.748929e+00 -7.253221e+00
-4.892820e-01 -7.258747e+00 -7.748029e+00 -7.258747e+00
-4.955633e-01 -7.256401e+00 -7.751965e+00 -7.256401e+00
-4.978628e-01 -7.247462e+00 -7.745325e+00 -7.247462e+00
-5.167728e-01 -7.245609e+00 -7.762381e+00 -7.245609e+00
-5.108870e-01 -7.249552e+00 -7.760439e+00 -7.249552e+00
-4.829386e-01 -7.265290e+00 -7.748228e+00 -7.265290e+00
-4.787351e-01 -7.270318e+00 -7.749053e+00 -7.270318e+00
-4.780390e-01 -7.272389e+00 -7.750428e+00 -7.272389e+00
-4.908742e-01 -7.257578e+00 -7.748452e+00 -7.257578e+00
-4.887851e-01 -7.257818e+00 -7.746603e+00 -7.257818e+00
-5.102174e-01 -7.243385e+00 -7.753602e+00 -7.243385e+00
-4.888063e-01 -7.259592e+00 -7.748398e+00 -7.259592e+00
-4.914892e-01 -7.261138e+00 -7.752627e+00 -7.261138e+00
-4.837230e-01 -7.267803e+00 -7.751526e+00 -7.267803e+00
-4.927397e-01 -7.253698e+00 -7.746437e+00 -7.253698e+00
-4.964658e-01 -7.251241e+00 -7.747706e+00 -7.251241e+00
-5.093744e-01 -7.231991e+00 -7.741365e+00 -7.231991e+00
-5.019057e-01 -7.238431e+00 -7.740337e+00 -7.238431e+00
-4.723177e-01 -7.263006e+00 -7.735324e+00 -7.263006e+00
-4.696498e-01 -7.274881e+00 -7.744531e+00 -7.274881e+00
-4.732779e-01 -7.276244e+00 -7.749521e+00 -7.276244e+00
-4.898972e-01 -7.263961e+00 -7.753858e+00 -7.263961e+00
-4.843272e-01 -7.256068e+00 -7.740396e+00 -7.256068e+00
-4.951736e-01 -7.248318e+00 -7.743491e+00 -7.248318e+00
-5.051751e-01 -7.248358e+00 -7.753533e+00 -7.248358e+00
-4.970669e-01 -7.253768e+00 -7.750834e+00 -7.253768e+00
-5.093337e-01 -7.245905e+00 -7.755239e+00 -7.245905e+00
-5.126528e-01 -7.238980e+00 -7.751633e+00 -7.238980e+00
-5.054289e-01 -7.232439e+00 -7.737868e+00 -7.232439e+00
-5.154119e-01 -7.221315e+00 -7.736727e+00 -7.221315e+00
-4.872766e-01 -7.248933e+00 -7.736210e+00 -7.248933e+00
-4.799158e-01 -7.261162e+00 -7.741077e+00 -7.261162e+00
-4.801970e-01 -7.266744e+00 -7.746941e+00 -7.266744e+00
-5.043652e-01 -7.248301e+00 -7.752667e+00 -7.248301e+00
-5.056180e-01 -7.252118e+00 -7.757736e+00 -7.252118e+00
-5.038718e-01 -7.246834e+00 -7.750706e+00 -7.246834e+00
-5.184927e-01 -7.226710e+00 -7.745203e+00 -7.226710e+00
-5.224302e-01 -7.229916e+00 -7.752346e+00 -7.229916e+00
-5.227753e-01 -7.240497e+00 -7.763272e+00 -7.240497e+00
-5.120361e-01 -7.248102e+00 -7.760138e+00 -7.248102e+00
-5.042418e-01 -7.243234e+00 -7.747476e+00 -7.243234e+00
-5.019529e-01 -7.238290e+00 -7.740243e+00 -7.238290e+00
-5.367998e-01 -7.209293e+00 -7.746092e+00 -7.209293e+00
-5.291352e-01 -7.223022e+00 -7.752157e+00 -7.223022e+00
-5.139543e-01 -7.239560e+00 -7.753514e+00 -7.239560e+00
-5.113179e-01 -7.247640e+00 -7.758958e+00 -7.247640e+00
-5.123781e-01 -7.249076e+00 -7.761454e+00 -7.249076e+00
-5.144739e-01 -7.237006e+00 -7.751480e+00 -7.237006e+00
-5.085085e-01 -7.240275e+00 -7.748784e+00 -7.240275e+00
-5.004065e-01 -7.255178e+00 -7.755584e+00 -7.255178e+00
-5.054207e-01 -7.254133e+00 -7.759554e+00 -7.254133e+00
-4.950237e-01 -7.251585e+00 -7.746609e+00 -7.251585e+00
-5.120311e-01 -7.247421e+00 -7.759452e+00 -7.247421e+00
-5.199388e-01 -7.238423e+00 -7.758362e+00 -7.238423e+00
-5.064758e-01 -7.247577e+00 -7.754053e+00 -7.247577e+00
-5.026149e-01 -7.245525e+00 -7.748140e+00 -7.245525e+00
-5.060548e-01 -7.238448e+00 -7.744503e+00 -7.238448e+00
-4.916046e-01 -7.251644e+00 -7.743249e+00 -7.251644e+00
-5.225154e-01 -7.225022e+00 -7.747537e+00 -7.225022e+00
-5.195585e-01 -7.225806e+00 -7.745364e+00 -7.225806e+00
-5.270458e-01 -7.234953e+00 -7.761999e+00 -7.234953e+00
-5.148648e-01 -7.238611e+00 -7.753475e+00 -7.238611e+00
-5.147216e-01 -7.225248e+00 -7.739969e+00 -7.225248e+00
-4.946902e-01 -7.247354e+00 -7.742044e+00 -7.247354e+00
-4.583194e-01 -7.292905e+00 -7.751225e+00 -7.292905e+00
-4.585288e-01 -7.293558e+00 -7.752087e+00 -7.293558e+00
-4.911793e-01 -7.257538e+00 -7.748717e+00 -7.257538e+00
-4.967061e-01 -7.250565e+00 -7.747272e+00 -7.250565e+00
-4.983793e-01 -7.246720e+00 -7.745099e+00 -7.246720e+00
-4.886017e-01 -7.257248e+00 -7.745850e+00 -7.257248e+00
-4.841128e-01 -7.255966e+00 -7.740078e+00 -7.255966e+00
-5.158157e-01 -7.243117e+00 -7.758932e+00 -7.243117e+00
-5.162463e-01 -7.239427e+00 -7.755674e+00 -7.239427e+00
-4.953823e-01 -7.264272e+00 -7.759654e+00 -7.264272e+00
-4.898204e-01 -7.260670e+00 -7.750491e+00 -7.260670e+00
-4.782471e-01 -7.265903e+00 -7.744150e+00 -7.265903e+00
-4.908892e-01 -7.257974e+00 -7.748863e+00 -7.257974e+00
-4.867519e-01 -7.259761e+00 -7.746513e+00 -7.259761e+00
-4.823698e-01 -7.260897e+00 -7.743267e+00 -7.260897e+00
-5.089992e-01 -7.240536e+00 -7.749535e+00 -7.240536e+00
-5.359916e-01 -7.213276e+00 -7.749267e+00 -7.213276e+00
-4.952183e-01 -7.251070e+00 -7.746289e+00 -7.251070e+00
-4.737635e-01 -7.262805e+00 -7.736569e+00 -7.262805e+00
-4.820736e-01 -7.271266e+00 -7.753339e+00 -7.271266e+00
-5.018564e-01 -7.249475e+00 -7.751331e+00 -7.249475e+00
-4.722758e-01 -7.274109e+00 -7.746385e+00 -7.274109e+00
-4.735123e-01 -7.268938e+00 -7.742451e+00 -7.268938e+00
-4.972078e-01 -7.246104e+00 -7.743312e+00 -7.246104e+00
-5.043827e-01 -7.246796e+00 -7.751178e+00 -7.246796e+00
-4.962359e-01 -7.250606e+00 -7.746842e+00 -7.250606e+00
-5.141574e-01 -7.238451e+00 -7.752608e+00 -7.238451e+00
-5.114220e-01 -7.243989e+00 -7.755411e+00 -7.243989e+00
-5.160450e-01 -7.242511e+00 -7.758556e+00 -7.242511e+00
-4.982159e-01 -7.256680e+00 -7.754896e+00 -7.256680e+00
-4.853748e-01 -7.260062e+00 -7.745436e+00 -7.260062e+00
-4.939886e-01 -7.256900e+00 -7.750888e+00 -7.256900e+00
-4.960953e-01 -7.260801e+00 -7.756897e+00 -7.260801e+00
-4.936050e-01 -7.254147e+00 -7.747752e+00 -7.254147e+00
-4.930677e-01 -7.247614e+00 -7.740681e+00 -7.247614e+00
-4.914488e-01 -7.252163e+00 -7.743612e+00 -7.252163e+00
-4.889492e-01 -7.260334e+00 -7.749283e+00 -7.260334e+00
-5.196636e-01 -7.232397e+00 -7.752061e+00 -7.232397e+00
-5.478227e-01 -7.205749e+00 -7.753571e+00 -7.205749e+00
-5.347843e-01 -7.218909e+00 -7.753693e+00 -7.218909e+00
-5.120196e-01 -7.243760e+00 -7.755780e+00 -7.243760e+00
-4.893815e-01 -7.265300e+00 -7.754682e+00 -7.265300e+00
-4.936803e-01 -7.264814e+00 -7.758495e+00 -7.264814e+00
-5.195589e-01 -7.242674e+00 -7.762233e+00 -7.242674e+00
-5.115165e-01 -7.239860e+00 -7.751376e+00 -7.239860e+00
-4.982145e-01 -7.240749e+00 -7.738963e+00 -7.240749e+00
-4.881175e-01 -7.255284e+00 -7.743402e+00 -7.255284e+00
-5.083655e-01 -7.240997e+00 -7.749363e+00 -7.240997e+00
-5.080573e-01 -7.246284e+00 -7.754341e+00 -7.246284e+00
-4.958993e-01 -7.250957e+00 -7.746856e+00 -7.250957e+00
-4.910755e-01 -7.247166e+00 -7.738241e+00 -7.247166e+00
-4.670723e-01 -7.274932e+00 -7.742004e+00 -7.274932e+00
-4.682535e-01 -7.277681e+00 -7.745935e+00 -7.277681e+00
-4.882012e-01 -7.260389e+00 -7.748590e+00 -7.260389e+00
-4.882520e-01 -7.263328e+00 -7.751580e+00 -7.263328e+00
-5.025114e-01 -7.251260e+00 -7.753771e+00 -7.251260e+00
-4.889680e-01 -7.258820e+00 -7.747788e+00 -7.258820e+00
-4.929535e-01 -7.252958e+00 -7.745912e+00 -7.252958e+00
-4.911021e-01 -7.265921e+00 -7.757023e+00 -7.265921e+00
-4.951993e-01 -7.252668e+00 -7.747867e+00 -7.252668e+00
-4.960037e-01 -7.244572e+00 -7.740575e+00 -7.244572e+00
-5.180696e-01 -7.238140e+00 -7.756209e+00 -7.238140e+00
-5.210398e-01 -7.232966e+00 -7.754006e+00 -7.232966e+00
-5.066388e-01 -7.248949e+00 -7.755588e+00 -7.248949e+00
-5.237735e-01 -7.240105e+00 -7.763879e+00 -7.240105e+00
-5.168380e-01 -7.247963e+00 -7.764801e+00 -7.247963e+00
-5.135583e-01 -7.252007e+00 -7.765565e+00 -7.252007e+00
-5.159673e-01 -7.248580e+00 -7.764548e+00 -7.248580e+00
-5.185437e-01 -7.237668e+00 -7.756212e+00 -7.237668e+00
-5.121205e-01 -7.232590e+00 -7.744711e+00 -7.232590e+00
-5.020884e-01 -7.241982e+00 -7.744071e+00 -7.241982e+00
-4.761510e-01 -7.273469e+00 -7.749620e+00 -7.273469e+00
-4.741888e-01 -7.275064e+00 -7.749253e+00 -7.275064e+00
-4.794865e-01 -7.254433e+00 -7.733919e+00 -7.254433e+00
-4.752407e-01 -7.258740e+00 -7.733981e+00 -7.258740e+00
-4.928626e-01 -7.256363e+00 -7.749226e+00 -7.256363e+00
-5.134639e-01 -7.242979e+00 -7.756443e+00 -7.242979e+00
-5.061435e-01 -7.242053e+00 -7.748196e+00 -7.242053e+00
-4.956633e-01 -7.252334e+00 -7.747998e+00 -7.252334e+00
-4.994878e-01 -7.255221e+00 -7.754708e+00 -7.255221e+00
-5.152231e-01 -7.236145e+00 -7.751368e+00 -7.236145e+00
-4.996214e-01 -7.247089e+00 -7.746711e+00 -7.247089e+00
-4.820847e-01 -7.273203e+00 -7.755288e+00 -7.273203e+00
-5.114875e-01 -7.250311e+00 -7.761798e+00 -7.250311e+00
-5.100088e-01 -7.238988e+00 -7.748997e+00 -7.238988e+00
-4.925390e-01 -7.254337e+00 -7.746875e+00 -7.254337e+00
-4.872537e-01 -7.266547e+00 -7.753801e+00 -7.266547e+00
-4.837042e-01 -7.269294e+00 -7.752998e+00 -7.269294e+00
-4.841420e-01 -7.271462e+00 -7.755605e+00 -7.271462e+00
-4.786631e-01 -7.261551e+00 -7.740214e+00 -7.261551e+00
-4.704266e-01 -7.278626e+00 -7.749052e+00 -7.278626e+00
-4.876904e-01 -7.265839e+00 -7.753530e+00 -7.265839e+00
-4.968789e-01 -7.260835e+00 -7.757714e+00 -7.260835e+00
-5.115860e-01 -7.249746e+00 -7.761332e+00 -7.249746e+00
-5.024960e-01 -7.251600e+00 -7.754096e+00 -7.251600e+00
-4.835236e-01 -7.263857e+00 -7.747380e+00 -7.263857e+00
-4.680562e-01 -7.270327e+00 -7.738383e+00 -7.270327e+00
-4.875913e-01 -7.253874e+00 -7.741465e+00 -7.253874e+00
-5.122639e-01 -7.233166e+00 -7.745430e+00 -7.233166e+00
-5.140581e-01 -7.234202e+00 -7.748260e+00 -7.234202e+00
-5.171338e-01 -7.235809e+00 -7.752943e+00 -7.235809e+00
-5.377065e-01 -7.221144e+00 -7.758851e+00 -7.221144e+00
-5.335846e-01 -7.220293e+00 -7.753877e+00 -7.220293e+00
-5.488280e-01 -7.215756e+00 -7.764583e+00 -7.215756e+00
-5.210298e-01 -7.232989e+00 -7.754019e+00 -7.232989e+00
-5.229189e-01 -7.235843e+00 -7.758762e+00 -7.235843e+00
-5.281532e-01 -7.225605e+00 -7.753758e+00 -7.225605e+00
-5.063701e-01 -7.250791e+00 -7.757161e+00 -7.250791e+00
-5.036678e-01 -7.255571e+00 -7.759239e+00 -7.255571e+00
-5.103578e-01 -7.248383e+00 -7.758741e+00 -7.248383e+00
-4.723211e-01 -7.263843e+00 -7.736164e+00 -7.263843e+00
-4.774869e-01 -7.261192e+00 -7.738679e+00 -7.261192e+00
-4.982752e-01 -7.252733e+00 -7.751008e+00 -7.252733e+00
-4.884637e-01 -7.253234e+00 -7.741697e+00 -7.253234e+00
-4.977594e-01 -7.254243e+00 -7.752003e+00 -7.254243e+00
-4.876005e-01 -7.259606e+00 -7.747207e+00 -7.259606e+00
-4.944307e-01 -7.253604e+00 -7.748035e+00 -7.253604e+00
-4.802190e-01 -7.256778e+00 -7.736997e+00 -7.256778e+00
-4.962871e-01 -7.245798e+00 -7.742085e+00 -7.245798e+00
-5.093841e-01 -7.237078e+00 -7.746462e+00 -7.237078e+00
-4.890801e-01 -7.251573e+00 -7.740653e+00 -7.251573e+00
-4.972831e-01 -7.254502e+00 -7.751785e+00 -7.254502e+00
-4.833542e-01 -7.264164e+00 -7.747518e+00 -7.264164e+00
-4.980208e-01 -7.246304e+00 -7.744325e+00 -7.246304e+00
-5.044288e-01 -7.243228e+00 -7.747657e+00 -7.243228e+00
-5.016927e-01 -7.252718e+00 -7.754411e+00 -7.252718e+00
-4.791111e-01 -7.270486e+00 -7.749597e+00 -7.270486e+00
-4.847372e-01 -7.264278e+00 -7.749015e+00 -7.264278e+00
-4.670500e-01 -7.281697e+00 -7.748747e+00 -7.281697e+00
-4.768793e-01 -7.263419e+00 -7.740298e+00 -7.263419e+00
-5.132978e-01 -7.246489e+00 -7.759787e+00 -7.246489e+00
-4.862828e-01 -7.262093e+00 -7.748376e+00 -7.262093e+00
-4.731309e-01 -7.270979e+00 -7.744110e+00 -7.270979e+00
-4.816060e-01 -7.273752e+00 -7.755358e+00 -7.273752e+00
-5.073137e-01 -7.243200e+00 -7.750514e+00 -7.243200e+00
-5.040990e-01 -7.245041e+00 -7.749140e+00 -7.245041e+00
-5.065262e-01 -7.240776e+00 -7.747302e+00 -7.240776e+00
-5.026916e-01 -7.241398e+00 -7.744090e+00 -7.241398e+00
-4.823840e-01 -7.267173e+00 -7.749557e+00 -7.267173e+00
-4.664540e-01 -7.274897e+00 -7.741351e+00 -7.274897e+00
-4.627507e-01 -7.279829e+00 -7.742580e+00 -7.279829e+00
-4.778454e-01 -7.260321e+00 -7.738166e+00 -7.260321e+00
-4.766832e-01 -7.269770e+00 -7.746453e+00 -7.269770e+00
-4.842658e-01 -7.267422e+00 -7.751688e+00 -7.267422e+00
-5.002251e-01 -7.257773e+00 -7.757998e+00 -7.257773e+00
-4.954764e-01 -7.253729e+00 -7.749205e+00 -7.253729e+00
-5.068458e-01 -7.242500e+00 -7.749346e+00 -7.242500e+00
-4.755912e-01 -7.263816e+00 -7.739407e+00 -7.263816e+00
-5.052038e-01 -7.250053e+00 -7.755257e+00 -7.250053e+00
-5.249399e-01 -7.251378e+00 -7.776318e+00 -7.251378e+00
-5.239477e-01 -7.246270e+00 -7.770218e+00 -7.246270e+00
-5.107236e-01 -7.238379e+00 -7.749102e+00 -7.238379e+00
-5.074223e-01 -7.254589e+00 -7.762011e+00 -7.254589e+00
