# <K/N> <U/N> <E/N> <U/N>
-4.914126e-01 -7.255737e+00 -7.747149e+00 -7.255737e+00
-4.776993e-01 -7.266552e+00 -7.744251e+00 -7.266552e+00
-5.090739e-01 -7.247256e+00 -7.756330e+00 -7.247256e+00
-4.816771e-01 -7.261773e+00 -7.743450e+00 -7.261773e+00
-5.121352e-01 -7.242787e+00 -7.754922e+00 -7.242787e+00
-5.102498e-01 -7.247557e+00 -7.757807e+00 -7.247557e+00
-5.095836e-01 -7.246093e+00 -7.755677e+00 -7.246093e+00
-4.849399e-01 -7.260414e+00 -7.745354e+00 -7.260414e+00
-4.854558e-01 -7.259409e+00 -7.744865e+00 -7.259409e+00
-5.045970e-01 -7.246362e+00 -7.750959e+00 -7.246362e+00
-4.777083e-01 -7.268532e+00 -7.746240e+00 -7.268532e+00
-4.854556e-01 -7.267566e+00 -7.753022e+00 -7.267566e+00
-4.879101e-01 -7.260764e+00 -7.748674e+00 -7.260764e+00
-5.070388e-01 -7.250994e+00 -7.758033e+00 -7.250994e+00
-5.068937e-01 -7.254480e+00 -7.761373e+00 -7.254480e+00
-5.114055e-01 -7.252695e+00 -7.764100e+00 -7.252695e+00
-5.058880e-01 -7.245851e+00 -7.751739e+00 -7.245851e+00
-5.022045e-01 -7.243286e+00 -7.745490e+00 -7.243286e+00
-5.093814e-01 -7.237070e+00 -7.746452e+00 -7.237070e+00
-5.071875e-01 -7.239064e+00 -7.746251e+00 -7.239064e+00
-5.166133e-01 -7.236575e+00 -7.753188e+00 -7.236575e+00
-5.087673e-01 -7.247283e+00 -7.756050e+00 -7.247283e+00
-5.000318e-01 -7.253211e+00 -7.753242e+00 -7.253211e+00
-5.143270e-01 -7.235109e+00 -7.749436e+00 -7.235109e+00
-4.939204e-01 -7.254869e+00 -7.748790e+00 -7.254869e+00
-5.007004e-01 -7.248913e+00 -7.749613e+00 -7.248913e+00
-4.848274e-01 -7.261769e+00 -7.746596e+00 -7.261769e+00
-5.041401e-01 -7.249206e+00 -7.753346e+00 -7.249206e+00
-5.241373e-01 -7.247460e+00 -7.771597e+00 -7.247460e+00
-5.138259e-01 -7.230245e+00 -7.744071e+00 -7.230245e+00
-5.059558e-01 -7.243837e+00 -7.749793e+00 -7.243837e+00
-5.103221e-01 -7.245936e+00 -7.756259e+00 -7.245936e+00
-5.304933e-01 -7.233548e+00 -7.764041e+00 -7.233548e+00
-4.998957e-01 -7.244625e+00 -7.744521e+00 -7.244625e+00
-5.036571e-01 -7.236429e+00 -7.740086e+00 -7.236429e+00
-5.111683e-01 -7.241905e+00 -7.753073e+00 -7.241905e+00
-4.966829e-01 -7.248812e+00 -7.745495e+00 -7.248812e+00
-4.624339e-01 -7.267777e+00 -7.730211e+00 -7.267777e+00
-4.585402e-01 -7.280920e+00 -7.739460e+00 -7.280920e+00
-4.606397e-01 -7.278605e+00 -7.739244e+00 -7.278605e+00
-4.904616e-01 -7.252749e+00 -7.743210e+00 -7.252749e+00
-5.127101e-01 -7.239206e+00 -7.751916e+00 -7.239206e+00
-5.110395e-01 -7.244170e+00 -7.755209e+00 -7.244170e+00
-5.228676e-01 -7.231668e+00 -7.754536e+00 -7.231668e+00
-5.153742e-01 -7.234333e+00 -7.749707e+00 -7.234333e+00
-5.141821e-01 -7.236200e+00 -7.750382e+00 -7.236200e+00
-4.977771e-01 -7.250224e+00 -7.748001e+00 -7.250224e+00
-5.070876e-01 -7.240114e+00 -7.747201e+00 -7.240114e+00
-4.973203e-01 -7.248258e+00 -7.745578e+00 -7.248258e+00
-4.988754e-01 -7.259889e+00 -7.758764e+00 -7.259889e+00
-5.126308e-01 -7.253845e+00 -7.766476e+00 -7.253845e+00
-5.101634e-01 -7.253015e+00 -7.763178e+00 -7.253015e+00
-5.252062e-01 -7.224929e+00 -7.750135e+00 -7.224929e+00
-5.329161e-01 -7.206068e+00 -7.738984e+00 -7.206068e+00
-5.265650e-01 -7.226069e+00 -7.752634e+00 -7.226069e+00
-4.997620e-01 -7.246043e+00 -7.745805e+00 -7.246043e+00
-5.177840e-01 -7.226182e+00 -7.743966e+00 -7.226182e+00
-5.167558e-01 -7.219022e+00 -7.735778e+00 -7.219022e+00
-4.996122e-01 -7.247600e+00 -7.747212e+00 -7.247600e+00
-4.932938e-01 -7.251304e+00 -7.744597e+00 -7.251304e+00
-4.764362e-01 -7.261892e+00 -7.738328e+00 -7.261892e+00
-4.951457e-01 -7.246542e+00 -7.741688e+00 -7.246542e+00
-5.065619e-01 -7.248097e+00 -7.754659e+00 -7.248097e+00
-5.206168e-01 -7.236295e+00 -7.756912e+00 -7.236295e+00
-5.253339e-01 -7.226926e+00 -7.752260e+00 -7.226926e+00
-5.389017e-01 -7.230851e+00 -7.769753e+00 -7.230851e+00
-4.909252e-01 -7.247767e+00 -7.738693e+00 -7.247767e+00
-5.217057e-01 -7.240536e+00 -7.762241e+00 -7.240536e+00
-5.186363e-01 -7.235097e+00 -7.753734e+00 -7.235097e+00
-4.920042e-01 -7.251756e+00 -7.743760e+00 -7.251756e+00
-4.946902e-01 -7.247428e+00 -7.742118e+00 -7.247428e+00
-5.115540e-01 -7.240286e+00 -7.751840e+00 -7.240286e+00
-4.923516e-01 -7.253524e+00 -7.745876e+00 -7.253524e+00
-4.914044e-01 -7.266183e+00 -7.757587e+00 -7.266183e+00
-4.860834e-01 -7.258763e+00 -7.744847e+00 -7.258763e+00
-4.981250e-01 -7.246556e+00 -7.744682e+00 -7.246556e+00
-4.929060e-01 -7.258921e+00 -7.751827e+00 -7.258921e+00
-5.143805e-01 -7.242560e+00 -7.756940e+00 -7.242560e+00
-5.307156e-01 -7.230126e+00 -7.760842e+00 -7.230126e+00
-5.046884e-01 -7.257706e+00 -7.762394e+00 -7.257706e+00
-5.077538e-01 -7.246113e+00 -7.753867e+00 -7.246113e+00
-4.873937e-01 -7.255493e+00 -7.742886e+00 -7.255493e+00
-4.817963e-01 -7.259934e+00 -7.741730e+00 -7.259934e+00
-5.056510e-01 -7.243523e+00 -7.749174e+00 -7.243523e+00
-4.895837e-01 -7.266492e+00 -7.756076e+00 -7.266492e+00
-4.890851e-01 -7.261870e+00 -7.750955e+00 -7.261870e+00
-5.023233e-01 -7.253385e+00 -7.755708e+00 -7.253385e+00
-4.836686e-01 -7.265911e+00 -7.749580e+00 -7.265911e+00
-4.989661e-01 -7.251301e+00 -7.750267e+00 -7.251301e+00
-5.033272e-01 -7.242759e+00 -7.746086e+00 -7.242759e+00
-4.931674e-01 -7.259238e+00 -7.752405e+00 -7.259238e+00
-5.007194e-01 -7.248542e+00 -7.749261e+00 -7.248542e+00
-5.034312e-01 -7.247404e+00 -7.750835e+00 -7.247404e+00
-4.953283e-01 -7.254002e+00 -7.749330e+00 -7.254002e+00
-5.051524e-01 -7.249603e+00 -7.754755e+00 -7.249603e+00
-4.832748e-01 -7.263997e+00 -7.747272e+00 -7.263997e+00
-4.668699e-01 -7.279812e+00 -7.746682e+00 -7.279812e+00
-4.760311e-01 -7.275056e+00 -7.751087e+00 -7.275056e+00
-4.656901e-01 -7.275814e+00 -7.741504e+00 -7.275814e+00
-5.218153e-01 -7.229565e+00 -7.751380e+00 -7.229565e+00
-5.300485e-01 -7.227304e+00 -7.757353e+00 -7.227304e+00
-5.241590e-01 -7.224969e+00 -7.749128e+00 -7.224969e+00
-5.075229e-01 -7.241172e+00 -7.748695e+00 -7.241172e+00
-5.044145e-01 -7.251681e+00 -7.756095e+00 -7.251681e+00
-4.906291e-01 -7.257732e+00 -7.748361e+00 -7.257732e+00
-4.919230e-01 -7.257174e+00 -7.749097e+00 -7.257174e+00
-4.932430e-01 -7.254225e+00 -7.747468e+00 -7.254225e+00
-4.831197e-01 -7.257022e+00 -7.740142e+00 -7.257022e+00
-4.680456e-01 -7.276309e+00 -7.744355e+00 -7.276309e+00
-4.739530e-01 -7.273136e+00 -7.747089e+00 -7.273136e+00
-4.744132e-01 -7.269445e+00 -7.743858e+00 -7.269445e+00
-4.880494e-01 -7.255289e+00 -7.743338e+00 -7.255289e+00
-5.374495e-01 -7.223397e+00 -7.760846e+00 -7.223397e+00
-5.049112e-01 -7.241237e+00 -7.746148e+00 -7.241237e+00
-5.216504e-01 -7.220158e+00 -7.741809e+00 -7.220158e+00
-5.202991e-01 -7.220874e+00 -7.741173e+00 -7.220874e+00
-5.132616e-01 -7.230556e+00 -7.743818e+00 -7.230556e+00
-4.964479e-01 -7.248233e+00 -7.744681e+00 -7.248233e+00
-4.937994e-01 -7.242528e+00 -7.736327e+00 -7.242528e+00
-4.901380e-01 -7.249475e+00 -7.739613e+00 -7.249475e+00
-4.915985e-01 -7.257743e+00 -7.749342e+00 -7.257743e+00
-4.758894e-01 -7.269712e+00 -7.745601e+00 -7.269712e+00
-4.671680e-01 -7.273087e+00 -7.740255e+00 -7.273087e+00
-4.892078e-01 -7.247300e+00 -7.736508e+00 -7.247300e+00
-5.113864e-01 -7.227652e+00 -7.739039e+00 -7.227652e+00
-5.234664e-01 -7.224009e+00 -7.747475e+00 -7.224009e+00
-5.264688e-01 -7.224581e+00 -7.751050e+00 -7.224581e+00
-5.176051e-01 -7.243607e+00 -7.761212e+00 -7.243607e+00
-5.245600e-01 -7.244313e+00 -7.768873e+00 -7.244313e+00
-5.177171e-01 -7.241570e+00 -7.759288e+00 -7.241570e+00
-4.806915e-01 -7.260714e+00 -7.741405e+00 -7.260714e+00
-4.764048e-01 -7.263057e+00 -7.739462e+00 -7.263057e+00
-4.903679e-01 -7.254377e+00 -7.744745e+00 -7.254377e+00
-5.033707e-01 -7.238441e+00 -7.741812e+00 -7.238441e+00
-5.054007e-01 -7.240767e+00 -7.746167e+00 -7.240767e+00
-5.089473e-01 -7.242750e+00 -7.751697e+00 -7.242750e+00
-5.092399e-01 -7.243605e+00 -7.752845e+00 -7.243605e+00
-4.900840e-01 -7.253104e+00 -7.743188e+00 -7.253104e+00
-4.930363e-01 -7.247012e+00 -7.740048e+00 -7.247012e+00
-5.032534e-01 -7.245321e+00 -7.748575e+00 -7.245321e+00
-5.074378e-01 -7.243211e+00 -7.750648e+00 -7.243211e+00
-5.031367e-01 -7.249753e+00 -7.752889e+00 -7.249753e+00
-5.281480e-01 -7.230577e+00 -7.758725e+00 -7.230577e+00
-5.292340e-01 -7.209582e+00 -7.738816e+00 -7.209582e+00
-5.027840e-01 -7.247154e+00 -7.749938e+00 -7.247154e+00
-4.988210e-01 -7.249887e+00 -7.748708e+00 -7.249887e+00
-5.230494e-01 -7.227765e+00 -7.750814e+00 -7.227765e+00
-5.116759e-01 -7.242454e+00 -7.754130e+00 -7.242454e+00
-4.976490e-01 -7.250454e+00 -7.748103e+00 -7.250454e+00
-5.049752e-01 -7.244706e+00 -7.749681e+00 -7.244706e+00
-4.932755e-01 -7.249667e+00 -7.742942e+00 -7.249667e+00
-4.829397e-01 -7.257340e+00 -7.740280e+00 -7.257340e+00
-5.020101e-01 -7.247397e+00 -7.749407e+00 -7.247397e+00
-5.197633e-01 -7.231333e+00 -7.751096e+00 -7.231333e+00
-5.320231e-01 -7.222346e+00 -7.754369e+00 -7.222346e+00
-5.038377e-01 -7.227935e+00 -7.731773e+00 -7.227935e+00
-5.192734e-01 -7.219735e+00 -7.739008e+00 -7.219735e+00
-5.493957e-01 -7.206640e+00 -7.756036e+00 -7.206640e+00
-5.265758e-01 -7.227978e+00 -7.754554e+00 -7.227978e+00
-4.980923e-01 -7.250016e+00 -7.748109e+00 -7.250016e+00
-4.996244e-01 -7.257966e+00 -7.757590e+00 -7.257966e+00
-5.018804e-01 -7.252867e+00 -7.754747e+00 -7.252867e+00
-5.284539e-01 -7.237836e+00 -7.766290e+00 -7.237836e+00
-5.249196e-01 -7.237520e+00 -7.762440e+00 -7.237520e+00
-5.323282e-01 -7.224782e+00 -7.757110e+00 -7.224782e+00
-4.997927e-01 -7.241401e+00 -7.741193e+00 -7.241401e+00
-4.907783e-01 -7.252865e+00 -7.743643e+00 -7.252865e+00
-4.932256e-01 -7.250852e+00 -7.744078e+00 -7.250852e+00
-4.794432e-01 -7.256079e+00 -7.735522e+00 -7.256079e+00
-4.956466e-01 -7.245796e+00 -7.741442e+00 -7.245796e+00
-5.053175e-01 -7.246241e+00 -7.751558e+00 -7.246241e+00
-5.023558e-01 -7.250914e+00 -7.753270e+00 -7.250914e+00
-4.965879e-01 -7.246045e+00 -7.742633e+00 -7.246045e+00
-4.990085e-01 -7.249146e+00 -7.748154e+00 -7.249146e+00
-4.951500e-01 -7.250461e+00 -7.745611e+00 -7.250461e+00
-4.987853e-01 -7.243409e+00 -7.742194e+00 -7.243409e+00
-4.999347e-01 -7.239600e+00 -7.739534e+00 -7.239600e+00
-4.990383e-01 -7.258546e+00 -7.757584e+00 -7.258546e+00
-4.856298e-01 -7.264502e+00 -7.750132e+00 -7.264502e+00
-4.744964e-01 -7.267238e+00 -7.741735e+00 -7.267238e+00
-4.859964e-01 -7.261034e+00 -7.747031e+00 -7.261034e+00
-4.872522e-01 -7.259348e+00 -7.746601e+00 -7.259348e+00
-4.970417e-01 -7.255232e+00 -7.752274e+00 -7.255232e+00
-4.875489e-01 -7.265853e+00 -7.753402e+00 -7.265853e+00
-4.803565e-01 -7.272640e+00 -7.752997e+00 -7.272640e+00
-5.016607e-01 -7.257837e+00 -7.759498e+00 -7.257837e+00
-5.137658e-01 -7.244939e+00 -7.758705e+00 -7.244939e+00
-5.000806e-01 -7.252221e+00 -7.752301e+00 -7.252221e+00
-4.988622e-01 -7.251783e+00 -7.750645e+00 -7.251783e+00
-5.074992e-01 -7.241696e+00 -7.749196e+00 -7.241696e+00
-5.159792e-01 -7.238625e+00 -7.754605e+00 -7.238625e+00
-5.076974e-01 -7.246722e+00 -7.754419e+00 -7.246722e+00
-5.021306e-01 -7.243547e+00 -7.745678e+00 -7.243547e+00
-4.925101e-01 -7.255035e+00 -7.747545e+00 -7.255035e+00
-4.736304e-01 -7.268806e+00 -7.742436e+00 -7.268806e+00
-4.750324e-01 -7.269378e+00 -7.744410e+00 -7.269378e+00
-4.725018e-01 -7.270848e+00 -7.743350e+00 -7.270848e+00
-4.645594e-01 -7.264842e+00 -7.729402e+00 -7.264842e+00
-4.747897e-01 -7.259537e+00 -7.734326e+00 -7.259537e+00
-4.971969e-01 -7.257046e+00 -7.754243e+00 -7.257046e+00
-4.740181e-01 -7.261909e+00 -7.735927e+00 -7.261909e+00
-4.933788e-01 -7.265454e+00 -7.758833e+00 -7.265454e+00
-4.811304e-01 -7.263546e+00 -7.744676e+00 -7.263546e+00
-5.096245e-01 -7.257940e+00 -7.767564e+00 -7.257940e+00
-4.973649e-01 -7.257488e+00 -7.754853e+00 -7.257488e+00
-4.950916e-01 -7.252477e+00 -7.747569e+00 -7.252477e+00
-5.076155e-01 -7.236798e+00 -7.744413e+00 -7.236798e+00
-4.918646e-01 -7.249985e+00 -7.741850e+00 -7.249985e+00
-4.720238e-01 -7.270866e+00 -7.742890e+00 -7.270866e+00
-4.690278e-01 -7.275883e+00 -7.744911e+00 -7.275883e+00
-4.680802e-01 -7.276749e+00 -7.744829e+00 -7.276749e+00
-4.957017e-01 -7.254449e+00 -7.750151e+00 -7.254449e+00
-4.999393e-01 -7.246811e+00 -7.746751e+00 -7.246811e+00
-5.053302e-01 -7.246478e+00 -7.751808e+00 -7.246478e+00
-4.991271e-01 -7.250661e+00 -7.749788e+00 -7.250661e+00
-5.084595e-01 -7.242336e+00 -7.750796e+00 -7.242336e+00
-5.123852e-01 -7.240490e+00 -7.752875e+00 -7.240490e+00
-5.044141e-01 -7.250600e+00 -7.755014e+00 -7.250600e+00
-5.061799e-01 -7.246498e+00 -7.752678e+00 -7.246498e+00
-5.152794e-01 -7.238379e+00 -7.753658e+00 -7.238379e+00
-4.968809e-01 -7.256161e+00 -7.753042e+00 -7.256161e+00
-4.867314e-01 -7.263065e+00 -7.749796e+00 -7.263065e+00
-4.594808e-01 -7.281954e+00 -7.741435e+00 -7.281954e+00
-4.640415e-01 -7.280079e+00 -7.744120e+00 -7.280079e+00
-4.734610e-01 -7.273789e+00 -7.747250e+00 -7.273789e+00
-4.843110e-01 -7.261361e+00 -7.745672e+00 -7.261361e+00
-4.848304e-01 -7.262738e+00 -7.747568e+00 -7.262738e+00
-4.818667e-01 -7.264960e+00 -7.746826e+00 -7.264960e+00
-4.893736e-01 -7.260081e+00 -7.749455e+00 -7.260081e+00
-4.899664e-01 -7.260204e+00 -7.750170e+00 -7.260204e+00
-5.043646e-01 -7.241945e+00 -7.746310e+00 -7.241945e+00
-5.077520e-01 -7.234822e+00 -7.742574e+00 -7.234822e+00
-5.296159e-01 -7.224376e+00 -7.753992e+00 -7.224376e+00
-5.238286e-01 -7.225634e+00 -7.749463e+00 -7.225634e+00
-5.046249e-01 -7.249651e+00 -7.754276e+00 -7.249651e+00
-5.059262e-01 -7.233602e+00 -7.739528e+00 -7.233602e+00
-4.712918e-01 -7.262898e+00 -7.734189e+00 -7.262898e+00
-4.879534e-01 -7.260088e+00 -7.748041e+00 -7.260088e+00
-5.149996e-01 -7.235518e+00 -7.750517e+00 -7.235518e+00
-5.173808e-01 -7.238078e+00 -7.755459e+00 -7.238078e+00
-4.916863e-01 -7.264547e+00 -7.756233e+00 -7.264547e+00
-4.946738e-01 -7.265725e+00 -7.760399e+00 -7.265725e+00
-4.914966e-01 -7.261776e+00 -7.753273e+00 -7.261776e+00
-4.949895e-01 -7.251081e+00 -7.746071e+00 -7.251081e+00
-5.094764e-01 -7.236345e+00 -7.745821e+00 -7.236345e+00
-5.126964e-01 -7.244939e+00 -7.757635e+00 -7.244939e+00
-5.171929e-01 -7.242833e+00 -7.760026e+00 -7.242833e+00
-5.000555e-01 -7.251145e+00 -7.751201e+00 -7.251145e+00
-5.021559e-01 -7.248106e+00 -7.750262e+00 -7.248106e+00
-5.049485e-01 -7.249148e+00 -7.754097e+00 -7.249148e+00
-5.074907e-01 -7.246299e+00 -7.753789e+00 -7.246299e+00
-5.074312e-01 -7.248894e+00 -7.756325e+00 -7.248894e+00
-5.265465e-01 -7.233367e+00 -7.759914e+00 -7.233367e+00
-5.238128e-01 -7.233084e+00 -7.756897e+00 -7.233084e+00
-4.979201e-01 -7.248920e+00 -7.746841e+00 -7.248920e+00
-5.177488e-01 -7.239840e+00 -7.757589e+00 -7.239840e+00
-5.315637e-01 -7.217936e+00 -7.749500e+00 -7.217936e+00
-5.179124e-01 -7.241449e+00 -7.759361e+00 -7.241449e+00
-5.049269e-01 -7.246379e+00 -7.751306e+00 -7.246379e+00
-5.114047e-01 -7.239318e+00 -7.750723e+00 -7.239318e+00
-5.063557e-01 -7.240076e+00 -7.746432e+00 -7.240076e+00
-5.162081e-01 -7.244623e+00 -7.760831e+00 -7.244623e+00
-5.341563e-01 -7.230203e+00 -7.764360e+00 -7.230203e+00
-5.239709e-01 -7.234659e+00 -7.758630e+00 -7.234659e+00
-5.379276e-01 -7.220803e+00 -7.758730e+00 -7.220803e+00
-5.060300e-01 -7.237355e+00 -7.743385e+00 -7.237355e+00
-5.135772e-01 -7.228751e+00 -7.742328e+00 -7.228751e+00
-5.068873e-01 -7.231749e+00 -7.738636e+00 -7.231749e+00
-5.200888e-01 -7.236640e+00 -7.756729e+00 -7.236640e+00
-5.181490e-01 -7.234621e+00 -7.752770e+00 -7.234621e+00
-5.229359e-01 -7.237505e+00 -7.760441e+00 -7.237505e+00
-5.140513e-01 -7.239278e+00 -7.753329e+00 -7.239278e+00
-5.059344e-01 -7.234345e+00 -7.740279e+00 -7.234345e+00
-4.975610e-01 -7.250931e+00 -7.748492e+00 -7.250931e+00
-5.164416e-01 -7.244381e+00 -7.760822e+00 -7.244381e+00
-5.141458e-01 -7.248276e+00 -7.762422e+00 -7.248276e+00
-5.073783e-01 -7.244177e+00 -7.751555e+00 -7.244177e+00
-4.980855e-01 -7.255206e+00 -7.753291e+00 -7.255206e+00
-4.995425e-01 -7.253550e+00 -7.753092e+00 -7.253550e+00
-5.109070e-01 -7.249783e+00 -7.760690e+00 -7.249783e+00
-4.938817e-01 -7.269646e+00 -7.763527e+00 -7.269646e+00
-4.948325e-01 -7.258996e+00 -7.753828e+00 -7.258996e+00
-4.869532e-01 -7.244802e+00 -7.731755e+00 -7.244802e+00
-5.132736e-01 -7.239157e+00 -7.752430e+00 -7.239157e+00
-5.304074e-01 -7.230093e+00 -7.760501e+00 -7.230093e+00
-5.150624e-01 -7.238521e+00 -7.753583e+00 -7.238521e+00
-5.173480e-01 -7.240978e+00 -7.758326e+00 -7.240978e+00
-5.151343e-01 -7.245895e+00 -7.761029e+00 -7.245895e+00
-5.080004e-01 -7.241675e+00 -7.749675e+00 -7.241675e+00
-4.959754e-01 -7.249897e+00 -7.745873e+00 -7.249897e+00
-5.013817e-01 -7.245751e+00 -7.747133e+00 -7.245751e+00
-5.208003e-01 -7.232381e+00 -7.753182e+00 -7.232381e+00
-4.983033e-01 -7.251439e+00 -7.749742e+00 -7.251439e+00
-4.934413e-01 -7.248385e+00 -7.741826e+00 -7.248385e+00
-5.046958e-01 -7.240793e+00 -7.745489e+00 -7.240793e+00
-5.055775e-01 -7.240897e+00 -7.746475e+00 -7.240897e+00
-5.001044e-01 -7.246559e+00 -7.746663e+00 -7.246559e+00
-5.177950e-01 -7.237583e+00 -7.755379e+00 -7.237583e+00
-4.914140e-01 -7.255178e+00 -7.746592e+00 -7.255178e+00
-5.087594e-01 -7.234745e+00 -7.743505e+00 -7.234745e+00
-5.122392e-01 -7.244967e+00 -7.757206e+00 -7.244967e+00
-4.910055e-01 -7.259295e+00 -7.750300e+00 -7.259295e+00
-4.733453e-01 -7.261891e+00 -7.735236e+00 -7.261891e+00
-4.746187e-01 -7.266098e+00 -7.740717e+00 -7.266098e+00
-4.857777e-01 -7.257364e+00 -7.743141e+00 -7.257364e+00
-4.865015e-01 -7.265581e+00 -7.752082e+00 -7.265581e+00
-4.984459e-01 -7.258201e+00 -7.756647e+00 -7.258201e+00
-5.040124e-01 -7.255259e+00 -7.759272e+00 -7.255259e+00
-5.145922e-01 -7.246863e+00 -7.761456e+00 -7.246863e+00
-5.070956e-01 -7.254347e+00 -7.761443e+00 -7.254347e+00
-4.983225e-01 -7.249954e+00 -7.748277e+00 -7.249954e+00
-4.957540e-01 -7.254743e+00 -7.750497e+00 -7.254743e+00
-5.154294e-01 -7.236329e+00 -7.751758e+00 -7.236329e+00
-5.384545e-01 -7.222730e+00 -7.761185e+00 -7.222730e+00
-5.087458e-01 -7.248576e+00 -7.757322e+00 -7.248576e+00
-5.071458e-01 -7.246645e+00 -7.753790e+00 -7.246645e+00
-5.003092e-01 -7.240052e+00 -7.740361e+00 -7.240052e+00
-4.946660e-01 -7.236125e+00 -7.730791e+00 -7.236125e+00
-5.192679e-01 -7.233872e+00 -7.753140e+00 -7.233872e+00
-5.381884e-01 -7.231009e+00 -7.769197e+00 -7.231009e+00
-5.099721e-01 -7.242743e+00 -7.752715e+00 -7.242743e+00
-5.056928e-01 -7.250280e+00 -7.755973e+00 -7.250280e+00
-4.899400e-01 -7.238573e+00 -7.728513e+00 -7.238573e+00
-4.763181e-01 -7.264723e+00 -7.741041e+00 -7.264723e+00
-4.867319e-01 -7.262948e+00 -7.749680e+00 -7.262948e+00
-4.894222e-01 -7.275341e+00 -7.764763e+00 -7.275341e+00
-4.966868e-01 -7.267771e+00 -7.764458e+00 -7.267771e+00
-5.148594e-01 -7.246489e+00 -7.761348e+00 -7.246489e+00
-5.142993e-01 -7.239046e+00 -7.753345e+00 -7.239046e+00
-5.346496e-01 -7.218554e+00 -7.753203e+00 -7.218554e+00
-5.260164e-01 -7.224835e+00 -7.750851e+00 -7.224835e+00
-5.225116e-01 -7.231025e+00 -7.753537e+00 -7.231025e+00
-5.221568e-01 -7.230582e+00 -7.752738e+00 -7.230582e+00
-5.255789e-01 -7.230730e+00 -7.756309e+00 -7.230730e+00
-5.344745e-01 -7.213745e+00 -7.748220e+00 -7.213745e+00
-5.393107e-01 -7.210077e+00 -7.749388e+00 -7.210077e+00
-5.317217e-01 -7.223855e+00 -7.755576e+00 -7.223855e+00
-5.160274e-01 -7.234236e+00 -7.750263e+00 -7.234236e+00
-5.085017e-01 -7.240231e+00 -7.748732e+00 -7.240231e+00
-5.127559e-01 -7.239231e+00 -7.751987e+00 -7.239231e+00
-5.095024e-01 -7.237049e+00 -7.746551e+00 -7.237049e+00
-5.191119e-01 -7.236655e+00 -7.755767e+00 -7.236655e+00
-5.165750e-01 -7.233423e+00 -7.749998e+00 -7.233423e+00
-5.027513e-01 -7.244945e+00 -7.747696e+00 -7.244945e+00
-5.006756e-01 -7.251486e+00 -7.752161e+00 -7.251486e+00
-4.641410e-01 -7.270451e+00 -7.734592e+00 -7.270451e+00
-4.754831e-01 -7.263046e+00 -7.738530e+00 -7.263046e+00
-4.945582e-01 -7.252811e+00 -7.747369e+00 -7.252811e+00
-5.012683e-01 -7.239276e+00 -7.740544e+00 -7.239276e+00
-4.981701e-01 -7.243872e+00 -7.742042e+00 -7.243872e+00
-5.084534e-01 -7.237268e+00 -7.745721e+00 -7.237268e+00
-4.883135e-01 -7.251180e+00 -7.739493e+00 -7.251180e+00
-4.962841e-01 -7.249344e+00 -7.745628e+00 -7.249344e+00
-4.728599e-01 -7.269283e+00 -7.742142e+00 -7.269283e+00
-4.889793e-01 -7.254684e+00 -7.743663e+00 -7.254684e+00
-4.970605e-01 -7.265068e+00 -7.762128e+00 -7.265068e+00
-5.153146e-01 -7.241653e+00 -7.756968e+00 -7.241653e+00
-5.114049e-01 -7.246437e+00 -7.757842e+00 -7.246437e+00
-5.001231e-01 -7.250190e+00 -7.750313e+00 -7.250190e+00
-5.076694e-01 -7.247634e+00 -7.755303e+00 -7.247634e+00
-4.992664e-01 -7.249392e+00 -7.748658e+00 -7.249392e+00
-5.088347e-01 -7.242337e+00 -7.751171e+00 -7.242337e+00
-5.140984e-01 -7.247051e+00 -7.761149e+00 -7.247051e+00
-5.124388e-01 -7.239032e+00 -7.751471e+00 -7.239032e+00
-5.166737e-01 -7.242330e+00 -7.759004e+00 -7.242330e+00
-5.082208e-01 -7.241691e+00 -7.749912e+00 -7.241691e+00
-5.104693e-01 -7.245453e+00 -7.755922e+00 -7.245453e+00
-5.215286e-01 -7.231733e+00 -7.753261e+00 -7.231733e+00
-5.061964e-01 -7.243029e+00 -7.749225e+00 -7.243029e+00
-5.078313e-01 -7.242075e+00 -7.749907e+00 -7.242075e+00
-5.035400e-01 -7.248065e+00 -7.751605e+00 -7.248065e+00
-4.898835e-01 -7.253548e+00 -7.743431e+00 -7.253548e+00
-4.662309e-01 -7.265527e+00 -7.731758e+00 -7.265527e+00
-5.259840e-01 -7.221740e+00 -7.747724e+00 -7.221740e+00
-5.068022e-01 -7.240560e+00 -7.747362e+00 -7.240560e+00
-5.166440e-01 -7.237130e+00 -7.753774e+00 -7.237130e+00
-4.983107e-01 -7.243193e+00 -7.741504e+00 -7.243193e+00
-4.754309e-01 -7.265989e+00 -7.741419e+00 -7.265989e+00
-4.793343e-01 -7.264399e+00 -7.743733e+00 -7.264399e+00
-4.788519e-01 -7.270720e+00 -7.749572e+00 -7.270720e+00
-4.916421e-01 -7.255068e+00 -7.746710e+00 -7.255068e+00
-4.965010e-01 -7.243361e+00 -7.739862e+00 -7.243361e+00
-4.997039e-01 -7.253224e+00 -7.752928e+00 -7.253224e+00
-5.111172e-01 -7.250110e+00 -7.761227e+00 -7.250110e+00
-4.958297e-01 -7.252775e+00 -7.748604e+00 -7.252775e+00
-4.898008e-01 -7.258008e+00 -7.747809e+00 -7.258008e+00
-4.830834e-01 -7.265768e+00 -7.748852e+00 -7.265768e+00
-4.830532e-01 -7.270049e+00 -7.753102e+00 -7.270049e+00
