29.436 20.582 35.397 20.613
31.134 20.240 30.730 19.884
31.090 23.177 31.682 21.718
30.326 22.962 30.844 21.891
30.240 21.481 30.055 21.446
28.860 21.497 31.147 21.366
28.495 21.355 32.708 21.535
28.717 21.410 31.905 21.507
28.816 21.514 30.445 21.781
28.328 21.266 31.220 21.572
28.855 21.403 32.439 21.986
28.477 21.373 32.256 21.387
28.473 21.296 30.920 21.401
28.435 21.559 31.352 21.443
28.859 21.304 30.387 21.613
28.367 21.264 31.714 21.545
