4.087 41.670 42.060 42.055
3.806 40.932 42.261 41.839
3.751 40.469 42.099 42.809
3.757 40.271 43.884 42.264
3.786 40.223 44.892 41.877
3.759 42.955 43.789 42.226
3.741 45.886 42.931 41.842
3.756 41.082 43.588 42.748
3.732 42.978 42.334 41.888
3.738 42.008 42.058 42.394
3.741 42.118 43.792 42.316
3.727 40.667 43.551 41.855
3.781 43.093 41.407 41.893
3.756 41.096 41.829 43.133
3.732 41.657 41.870 43.049
3.745 42.605 42.173 45.882
